row;work_title;work_id;referenced_author_id;referenced_work_id;referenced_source_id;Traditional/non Traditional boolean;;
687;Contemporary Feminist Rituals;20375;30144;40142;NULL;TRUE;;
688;Contemporary Feminist Rituals;20375;30189;40464;60156;TRUE;;
689;Contemporary Feminist Rituals;20375;30469;40465;60157;TRUE;;
690;Contemporary Feminist Rituals;20375;30012;40034;60009;TRUE;;
691;Contemporary Feminist Rituals;20375;30470;40466;60158;TRUE;;
692;Contemporary Feminist Rituals;20375;30471;40467;;TRUE;;
693;Contemporary Feminist Rituals;20375;30472;40467;60159;TRUE;;
694;Contemporary Feminist Rituals;20375;30473;40468;NULL;TRUE;;
695;Contemporary Feminist Rituals;20375;30474;40469;NULL;TRUE;;
696;Contemporary Feminist Rituals;20375;30455;40470;60160;TRUE;;
697;Contemporary Feminist Rituals;20375;30475;40471;NULL;TRUE;;
698;Contemporary Feminist Rituals;20375;30476;40472;NULL;TRUE;;
699;Contemporary Feminist Rituals;20375;30318;40473;60161;TRUE;;
700;Contemporary Feminist Rituals;20375;30477;40474;NULL;TRUE;;
701;Contemporary Feminist Rituals;20375;30478;40475;NULL;TRUE;;
702;Song of Black Feather, Song of White Feather;20377;30479;40476;NULL;FALSE;;
703;Stonesprings;20378;NULL;NULL;NULL;FALSE;;
704;Temples of the Great Goddess;20379;30480;40477;NULL;TRUE;;
705;Temples of the Great Goddess;20379;30481;40478;NULL;TRUE;;
706;Temples of the Great Goddess;20379;30482;40479;NULL;TRUE;;
707;Temples of the Great Goddess;20379;30483;40480;NULL;TRUE;;
708;Temples of the Great Goddess;20379;30484;40480;NULL;TRUE;;
709;Temples of the Great Goddess;20379;30485;40481;NULL;TRUE;;
710;Temples of the Great Goddess;20379;30486;40482;NULL;TRUE;;
711;Temples of the Great Goddess;20379;30486;40483;NULL;TRUE;;
712;Temples of the Great Goddess;20379;30487;40484;NULL;TRUE;;
713;Temples of the Great Goddess;20379;30488;40485;NULL;TRUE;;
714;Temples of the Great Goddess;20379;30489;40486;NULL;TRUE;;
715;Temples of the Great Goddess;20379;30490;40487;NULL;TRUE;;
716;Temples of the Great Goddess;20379;30491;40488;NULL;TRUE;;
717;Temples of the Great Goddess;20379;30492;40489;NULL;TRUE;;
718;Temples of the Great Goddess;20379;30493;40490;NULL;TRUE;;
719;Temples of the Great Goddess;20379;30494;40491;NULL;TRUE;;
720;Temples of the Great Goddess;20379;30495;40492;NULL;TRUE;;
721;Temples of the Great Goddess;20379;30496;40493;NULL;TRUE;;
722;Temples of the Great Goddess;20379;30497;40494;NULL;TRUE;;
723;Temples of the Great Goddess;20379;30498;40495;NULL;TRUE;;
724;Temples of the Great Goddess;20379;30498;40496;NULL;TRUE;;
725;Temples of the Great Goddess;20379;30499;40497;NULL;TRUE;;
726;Temples of the Great Goddess;20379;30499;40498;NULL;TRUE;;
727;Temples of the Great Goddess;20379;30500;40499;NULL;TRUE;;
728;Temples of the Great Goddess;20379;30501;40500;NULL;TRUE;;
729;Temples of the Great Goddess;20379;30502;40501;NULL;TRUE;;
730;Temples of the Great Goddess;20379;30503;40502;NULL;TRUE;;
731;Temples of the Great Goddess;20379;30504;40503;NULL;TRUE;;
732;Temples of the Great Goddess;20379;30505;40504;NULL;TRUE;;
733;Temples of the Great Goddess;20379;30506;40505;NULL;TRUE;;
734;Temples of the Great Goddess;20379;30507;40506;NULL;TRUE;;
735;Temples of the Great Goddess;20379;30508;40507;NULL;TRUE;;
736;Temples of the Great Goddess;20379;30509;40508;NULL;TRUE;;
737;Isis at the Supermarket;20380;NULL;NULL;NULL;FALSE;;
738;My House;20381;NULL;NULL;NULL;FALSE;;
739;mersouri makes lub to ther queed ob spades;20382;NULL;NULL;NULL;FALSE;;
740;Woman's Primacy in the Coming Reformation;20383;30510;40509;NULL;TRUE;;
741;Woman's Primacy in the Coming Reformation;20383;30511;40510;NULL;TRUE;;
742;Woman's Primacy in the Coming Reformation;20383;30512;40511;NULL;TRUE;;
743;Woman's Primacy in the Coming Reformation;20383;30513;40512;NULL;TRUE;;
744;Woman's Primacy in the Coming Reformation;20383;30506;40505;NULL;TRUE;;
745;Woman's Primacy in the Coming Reformation;20383;30507;40506;NULL;TRUE;;
746;Woman's Primacy in the Coming Reformation;20383;30508;40507;NULL;TRUE;;
747;Woman's Primacy in the Coming Reformation;20383;30509;40508;NULL;TRUE;;
748;Woman's Primacy in the Coming Reformation;20383;30510;40509;NULL;TRUE;;
749;Woman's Primacy in the Coming Reformation;20383;30511;40510;NULL;TRUE;;
750;Woman's Primacy in the Coming Reformation;20383;30512;40511;NULL;TRUE;;
751;Woman's Primacy in the Coming Reformation;20383;30513;40512;NULL;TRUE;;
752;Woman's Primacy in the Coming Reformation;20383;30514;40513;NULL;TRUE;;
753;Woman's Primacy in the Coming Reformation;20383;30515;40514;NULL;TRUE;;
754;Woman's Primacy in the Coming Reformation;20383;30516;40515;NULL;TRUE;;
755;Woman's Primacy in the Coming Reformation;20383;30517;40516;NULL;TRUE;;
756;Woman's Primacy in the Coming Reformation;20383;30518;40517;NULL;TRUE;;
757;Woman's Primacy in the Coming Reformation;20383;30519;40517;NULL;TRUE;;
758;Woman's Primacy in the Coming Reformation;20383;30520;40518;NULL;TRUE;;
759;Woman's Primacy in the Coming Reformation;20383;30503;40519;NULL;TRUE;;
760;Woman's Primacy in the Coming Reformation;20383;30521;40520;NULL;TRUE;;
761;Woman's Primacy in the Coming Reformation;20383;30522;40521;NULL;TRUE;;
762;Woman's Primacy in the Coming Reformation;20383;30523;40522;NULL;TRUE;;
763;Woman's Primacy in the Coming Reformation;20383;30524;40523;NULL;TRUE;;
764;Woman's Primacy in the Coming Reformation;20383;30525;40524;NULL;TRUE;;
765;Woman's Primacy in the Coming Reformation;20383;30523;40525;NULL;TRUE;;
766;Woman's Primacy in the Coming Reformation;20383;30526;40526;NULL;TRUE;;
767;Woman's Primacy in the Coming Reformation;20383;30527;40526;NULL;TRUE;;
768;Woman's Primacy in the Coming Reformation;20383;30528;40527;NULL;TRUE;;
769;Woman's Primacy in the Coming Reformation;20383;30529;40528;NULL;TRUE;;
770;Woman's Primacy in the Coming Reformation;20383;30530;40529;NULL;TRUE;;
771;Relic Manuscript Blood Entries;20387;NULL;NULL;NULL;FALSE;;
772;Relic;20388;NULL;NULL;NULL;FALSE;;
773;Mikva Dreams – A Performance;20389;NULL;NULL;NULL;FALSE;;
774;The Many Paths of Feminist Spirituality;20390;NULL;NULL;NULL;TRUE;;
775;Panic in the World of Art;20394;NULL;NULL;NULL;TRUE;;
776;Exile III;20395;NULL;NULL;NULL;FALSE;;
777;Summer Solstice;20396;NULL;NULL;NULL;FALSE;;
778;Spring Equinox;20397;NULL;NULL;NULL;FALSE;;
779;Winter Solstice;20398;NULL;NULL;NULL;FALSE;;
780;Autumn Equinox & My Birthday;20399;NULL;NULL;NULL;FALSE;;
781;The Eternal Weaver;20400;30498;40495;NULL;TRUE;;
782;The Eternal Weaver;20400;30509;40508;NULL;TRUE;;
783;The Eternal Weaver;20400;30493;40490;NULL;TRUE;;
784;The Eternal Weaver;20400;30517;40530;NULL;TRUE;;
785;The Eternal Weaver;20400;30468;40531;NULL;TRUE;;
786;The Eternal Weaver;20400;30468;40532;NULL;TRUE;;
787;The Eternal Weaver;20400;30468;40533;NULL;TRUE;;
788;The Eternal Weaver;20400;30531;40534;NULL;TRUE;;
789;The Eternal Weaver;20400;30532;40535;NULL;TRUE;;
790;The Eternal Weaver;20400;30533;40536;60162;TRUE;;
791;The Eternal Weaver;20400;30534;40536;60162;TRUE;;
792;The Eternal Weaver;20400;30535;40537;NULL;TRUE;;
793;The Eternal Weaver;20400;30536;40538;NULL;TRUE;;
794;The Eternal Weaver;20400;30537;40539;NULL;TRUE;;
795;The Eternal Weaver;20400;30538;40540;NULL;TRUE;;
796;The Eternal Weaver;20400;30535;40541;NULL;TRUE;;
797;The Eternal Weaver;20400;30537;40542;NULL;TRUE;;
798;The Eternal Weaver;20400;30539;40543;60163;TRUE;;
799;The Eternal Weaver;20400;30537;40544;NULL;TRUE;;
800;The Eternal Weaver;20400;30537;40545;NULL;TRUE;;
801;The Eternal Weaver;20400;30540;40546;NULL;TRUE;;
802;The Eternal Weaver;20400;30541;40547;NULL;TRUE;;
803;The Eternal Weaver;20400;30523;40525;NULL;TRUE;;
804;The Eternal Weaver;20400;30523;40522;NULL;TRUE;;
805;The Eternal Weaver;20400;30542;40548;NULL;TRUE;;
806;The Eternal Weaver;20400;30543;40549;NULL;TRUE;;
807;untitled;21652;NULL;NULL;NULL;FALSE;;
808;DREAMS;20401;NULL;NULL;NULL;FALSE;;
809;Root Hold;20402;NULL;NULL;NULL;FALSE;;
810;Trine;20403;NULL;NULL;NULL;FALSE;;
811;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30544;40550;NULL;TRUE;;
812;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30545;40551;NULL;TRUE;;
813;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30455;40451;NULL;TRUE;;
814;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30546;40552;60164;TRUE;;
815;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30535;40541;NULL;TRUE;;
816;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30542;40548;NULL;TRUE;;
817;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30543;40549;NULL;TRUE;;
818;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30544;40550;NULL;TRUE;;
819;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30545;40551;NULL;TRUE;;
820;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30546;40552;60164;TRUE;;
821;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30547;40553;60165;TRUE;;
822;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30548;40554;NULL;TRUE;;
823;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30549;40555;60162;TRUE;;
824;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30550;40556;60119;TRUE;;
825;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30551;40557;60166;TRUE;;
826;The Reemergence of the Archetype of the Great Goddess in Art by Contemporary Women;20404;30552;40557;60166;TRUE;;
827;Section architectural drawing for a Goddess temple;20405;NULL;NULL;NULL;FALSE;;
828;Labyrinth/architectural drawing for a Goddess temple;20406;NULL;NULL;NULL;FALSE;;
829;THE MUSE WAS SERPANT AND…;20407;NULL;NULL;NULL;FALSE;;
830;Sand Costumes/Living with the Bedouins;20408;NULL;NULL;NULL;FALSE;;
831;Silveta del Laberinto;20409;NULL;NULL;NULL;FALSE;;
832;Lapis;20410;NULL;NULL;NULL;FALSE;;
833;Pasiphae;20411;NULL;NULL;NULL;FALSE;;
834;Oracle Stone's Grove;20412;NULL;NULL;NULL;FALSE;;
835;Vested Relic;20413;NULL;NULL;NULL;FALSE;;
836;Voo Doo Lady with Three Dice;20414;NULL;NULL;NULL;FALSE;;
837;Goddess Head/Calling Series;20415;NULL;NULL;NULL;FALSE;;
838;Spider/ Woman Series;20416;NULL;NULL;NULL;FALSE;;
839;Maypole Ritual;20417;NULL;NULL;NULL;FALSE;;
840;Ancestors;20418;NULL;NULL;NULL;FALSE;;
841;Enclosed;20419;NULL;NULL;NULL;FALSE;;
842;The Butterfly Goddess as a Flowering Shrub;20420;NULL;NULL;NULL;FALSE;;
843;Liturgy Circa 1976;20421;NULL;NULL;NULL;FALSE;;
844;In the Making;20422;NULL;NULL;NULL;FALSE;;
845;Heroica, An Archetypal Image Rising: An Expurgated Vision;20423;NULL;NULL;NULL;FALSE;;
846;Reconciliation;20424;NULL;NULL;NULL;FALSE;;
847;Opposing the Rape of Mother Earth;20425;30479;40476;NULL;TRUE;;
848;Opposing the Rape of Mother Earth;20425;30553;40558;60167;TRUE;;
849;Opposing the Rape of Mother Earth;20425;30554;40559;NULL;TRUE;;
850;Opposing the Rape of Mother Earth;20425;30555;40560;NULL;TRUE;;
851;Opposing the Rape of Mother Earth;20425;30556;40561;60168;TRUE;;
852;Opposing the Rape of Mother Earth;20425;30557;40562;NULL;TRUE;;
853;Opposing the Rape of Mother Earth;20425;30398;40563;NULL;TRUE;;
854;Opposing the Rape of Mother Earth;20425;30557;40564;NULL;TRUE;;
855;Opposing the Rape of Mother Earth;20425;30558;40565;NULL;TRUE;;
856;Opposing the Rape of Mother Earth;20425;30559;40566;NULL;TRUE;;
857;Opposing the Rape of Mother Earth;20425;30560;40567;NULL;TRUE;;
858;Opposing the Rape of Mother Earth;20425;30560;40568;NULL;TRUE;;
859;Opposing the Rape of Mother Earth;20425;30561;40568;NULL;TRUE;;
860;Opposing the Rape of Mother Earth;20425;30562;40569;NULL;TRUE;;
861;Triangles;20428;NULL;NULL;NULL;FALSE;;
862;Ginko;20429;NULL;NULL;NULL;FALSE;;
863;Pilgrimage/See for Yourself: A Journey to a Neolithic Goddess Cave, 1977. Grapceva, Hvar Island, Yugoslavia;20430;NULL;NULL;NULL;TRUE;;
864;Finding the Goddess: Finding Myself;20431;NULL;NULL;NULL;TRUE;;
865;Incantation to the Moon;20432;NULL;NULL;NULL;FALSE;;
866;Hills;20433;NULL;NULL;NULL;FALSE;;
867;Early Impressions;20434;NULL;NULL;NULL;FALSE;;
868;Masks, Powers and Sisterhood in an African Society;20435;30563;40570;60169;TRUE;;
869;Masks, Powers and Sisterhood in an African Society;20435;30564;40571;60170;TRUE;;
870;Oshun, Yoruba Fertility Gods;20436;NULL;NULL;NULL;TRUE;;
871;The Goddess Oshun on the Riverbank;20437;NULL;NULL;NULL;FALSE;;
872;Shrine of the Goddess Oshun;20438;NULL;NULL;NULL;FALSE;;
873;Earth Mother Goddess;20439;NULL;NULL;NULL;FALSE;;
874;She Who Bleeds, Yet Does Not Die;20440;30514;40513;NULL;TRUE;;
875;She Who Bleeds, Yet Does Not Die;20440;30565;40572;NULL;TRUE;;
876;She Who Bleeds, Yet Does Not Die;20440;30566;40573;NULL;TRUE;;
877;She Who Bleeds, Yet Does Not Die;20440;30567;40575;NULL;TRUE;;
878;She Who Bleeds, Yet Does Not Die;20440;30568;40576;NULL;TRUE;;
879;She Who Bleeds, Yet Does Not Die;20440;30569;40577;NULL;TRUE;;
880;She Who Bleeds, Yet Does Not Die;20440;30570;40578;NULL;TRUE;;
881;She Who Bleeds, Yet Does Not Die;20440;30571;40579;NULL;TRUE;;
882;She Who Bleeds, Yet Does Not Die;20440;30572;40580;NULL;TRUE;;
883;She Who Bleeds, Yet Does Not Die;20440;30573;40581;NULL;TRUE;;
884;She Who Bleeds, Yet Does Not Die;20440;30574;40582;NULL;TRUE;;
885;She Who Bleeds, Yet Does Not Die;20440;30536;40538;NULL;TRUE;;
886;She Who Bleeds, Yet Does Not Die;20440;30575;40583;60154;TRUE;;
887;She Who Bleeds, Yet Does Not Die;20440;30468;40584;NULL;TRUE;;
888;She Who Bleeds, Yet Does Not Die;20440;30570;40585;NULL;TRUE;;
889;She Who Bleeds, Yet Does Not Die;20440;30496;40493;NULL;TRUE;;
890;She Who Bleeds, Yet Does Not Die;20440;30576;40586;NULL;TRUE;;
891;She Who Bleeds, Yet Does Not Die;20440;30577;40587;NULL;TRUE;;
892;She Who Bleeds, Yet Does Not Die;20440;30578;40588;NULL;TRUE;;
893;She Who Bleeds, Yet Does Not Die;20440;30579;40588;NULL;TRUE;;
894;She Who Bleeds, Yet Does Not Die;20440;30580;40589;NULL;TRUE;;
895;She Who Bleeds, Yet Does Not Die;20440;30581;40590;NULL;TRUE;;
896;She Who Bleeds, Yet Does Not Die;20440;30582;40591;NULL;TRUE;;
897;She Who Bleeds, Yet Does Not Die;20440;30583;40592;NULL;TRUE;;
898;She Who Bleeds, Yet Does Not Die;20440;30584;40593;NULL;TRUE;;
899;She Who Bleeds, Yet Does Not Die;20440;30585;40594;NULL;TRUE;;
900;She Who Bleeds, Yet Does Not Die;20440;30586;40595;NULL;TRUE;;
901;She Who Bleeds, Yet Does Not Die;20440;30587;40596;NULL;TRUE;;
902;She Who Bleeds, Yet Does Not Die;20440;30588;40597;60171;TRUE;;
903;She Who Bleeds, Yet Does Not Die;20440;30589;40597;60171;TRUE;;
904;She Who Bleeds, Yet Does Not Die;20440;30590;40598;60171;TRUE;;
905;She Who Bleeds, Yet Does Not Die;20440;30591;40599;NULL;TRUE;;
906;She Who Bleeds, Yet Does Not Die;20440;30592;40600;NULL;TRUE;;
907;Stills from Super T-Art.;20444;NULL;NULL;NULL;FALSE;;
908;The Snail;20445;NULL;NULL;NULL;FALSE;;
909;Mirror Piece;20446;NULL;NULL;NULL;FALSE;;
910;Marilyn Monroe;20447;NULL;NULL;NULL;FALSE;;
911;Body Imperatives;20448;30367;40371;60120;TRUE;;
912;Body Imperatives;20448;30514;40513;NULL;TRUE;;
913;Body Imperatives;20448;30566;40573;NULL;TRUE;;
914;Birth Dance or Belly Dance;20449;NULL;NULL;NULL;TRUE;;
915;untitled;21653;NULL;NULL;NULL;FALSE;;
916;Two Poems by Martha Courtot;20451;NULL;NULL;NULL;FALSE;;
917;Transformation;20452;NULL;NULL;NULL;FALSE;;
918;9978: Repairing the Time Warp: and other related realities;20453;30463;40459;NULL;TRUE;;
919;untitled;21654;NULL;NULL;NULL;FALSE;;
920;Hecate;20454;NULL;NULL;NULL;FALSE;;
921;In the Performance INTERIOR SCROLL;20455;NULL;NULL;NULL;FALSE;;
922;A Random Thought;20456;NULL;NULL;NULL;FALSE;;
923;The 6th Issue Collective Statement (Editorial);20458;NULL;NULL;NULL;TRUE;;
924;Pink Victory;20459;NULL;NULL;NULL;TRUE;;
925;The Vicki Tapes;20460;NULL;NULL;NULL;TRUE;;
926;August 2nd;20461;NULL;NULL;NULL;TRUE;;
927;With No Immediate Cause;20462;NULL;NULL;NULL;FALSE;;
928;Editorial;20463;NULL;NULL;NULL;TRUE;;
929;The Evolution of a Violent Act;20464;NULL;NULL;NULL;TRUE;;
930;Politics of Rape in a Primitive Society;20465;NULL;NULL;NULL;TRUE;;
931;Dialogue with a Rapist;20467;NULL;NULL;NULL;TRUE;;
932;Dialogue with the Author;20468;NULL;NULL;NULL;TRUE;;
933;Codex Artaud XVII;20469;NULL;NULL;NULL;FALSE;;
934;Happy New Year: An Album of Violence (excerpt);20470;NULL;NULL;NULL;FALSE ;;
935;The Pleasure Outing;20471;NULL;NULL;NULL;TRUE;;
936;The Violence of Power: The Genital Mutilation of Females;20472;30593;40601;60172;TRUE;;
937;The Violence of Power: The Genital Mutilation of Females;20472;30594;40602;60173;TRUE;;
938;The Violence of Power: The Genital Mutilation of Females;20472;30595;40603;NULL;TRUE;;
939;The Violence of Power: The Genital Mutilation of Females;20472;30596;40604;60174;TRUE;;
940;The Violence of Power: The Genital Mutilation of Females;20472;30597;40605;60175;TRUE;;
941;The Violence of Power: The Genital Mutilation of Females;20472;30598;40606;NULL;TRUE;;
942;The Violence of Power: The Genital Mutilation of Females;20472;30599;40607;NULL;TRUE;;
943;The Violence of Power: The Genital Mutilation of Females;20472;30600;40608;60176;TRUE;;
944;The Violence of Power: The Genital Mutilation of Females;20472;30601;40609;60177;TRUE;;
945;The Violence of Power: The Genital Mutilation of Females;20472;30602;40610;60177;TRUE;;
946;The Violence of Power: The Genital Mutilation of Females;20472;30563;40611;60178;TRUE;;
947;The Violence of Power: The Genital Mutilation of Females;20472;30563;40570;60169;TRUE;;
948;The Violence of Power: The Genital Mutilation of Females;20472;30603;40612;60179;TRUE;;
949;The Violence of Power: The Genital Mutilation of Females;20472;30604;40613;60180;TRUE;;
950;The Violence of Power: The Genital Mutilation of Females;20472;30563;40614;60181;TRUE;;
951;The Violence of Power: The Genital Mutilation of Females;20472;30563;40615;60182;TRUE;;
952;The Violence of Power: The Genital Mutilation of Females;20472;30605;40616;Folk, Vol. 14-15;TRUE;;
953;The Violence of Power: The Genital Mutilation of Females;20472;30606;40617;American Ethnologist, Vol. 2, No. 4;TRUE;;
954;The Violence of Power: The Genital Mutilation of Females;20472;30607;40618;Famille et Developpment;TRUE;;
955;Breasts;20474;NULL;NULL;NULL;FALSE;;
956;Peignoir and Girdle;20475;NULL;NULL;NULL;TRUE;;
957;Wolf Whistles and Warnings;20476;NULL;NULL;NULL;TRUE;;
958;Crimes Against Women: New York Tribunal 1976;20477;30608;40619;NULL;TRUE;;
959;Crimes Against Women: New York Tribunal 1977;20477;30609;40619;NULL;TRUE;;
960;Crimes Against Women: New York Tribunal 1978;20477;30278;40275;60027;TRUE;;
961;Crimes Against Women: New York Tribunal 1979;20477;30611;40621;60187;TRUE;;
962;Crimes Against Women: New York Tribunal 1980;20477;30612;40622;60188;TRUE;;
963;Crimes Against Women: New York Tribunal 1981;20477;30613;40623;60189;TRUE;;
964;Crimes Against Women: New York Tribunal 1982;20477;30614;40623;60189;TRUE;;
965;Crimes Against Women: New York Tribunal 1983;20477;30041;40623;60189;TRUE;;
966;Crimes Against Women: New York Tribunal 1984;20477;30615;40624;60187;TRUE;;
967;Crimes Against Women: New York Tribunal 1985;20477;30090;40089;60027;TRUE;;
968;Why the Women's Movement cannot be Non-violent;20479;NULL;NULL;NULL;TRUE;;
969;Biological Superiority: The World's Most Dangerous and Deadly Idea;20480;30620;40628;NULL;TRUE;;
970;Biological Superiority: The World's Most Dangerous and Deadly Idea;20480;30621;40629;NULL;TRUE;;
971;Biological Superiority: The World's Most Dangerous and Deadly Idea;20480;30622;40629;NULL;TRUE;;
972;Biological Superiority: The World's Most Dangerous and Deadly Idea;20480;30623;40630;NULL;TRUE;;
973;Biological Superiority: The World's Most Dangerous and Deadly Idea;20480;30624;40631;NULL;TRUE;;
974;Biological Superiority: The World's Most Dangerous and Deadly Idea;20480;30625;40632;NULL;TRUE;;
975;Biological Superiority: The World's Most Dangerous and Deadly Idea;20480;30199;40194;NULL;TRUE;;
976;In Defense of Fallen Comrades: La Mutualite;20481;NULL;NULL;NULL;TRUE;;
977;A Rape Poem for Men;20482;NULL;NULL;NULL;FALSE;;
978;Christmas Dinner;20483;NULL;NULL;NULL;FALSE;;
979;Men on Women's Day;20484;NULL;NULL;NULL;TRUE;;
980;Self-Defense;20485;NULL;NULL;NULL;FALSE;;
981;A Social History of Battered Women;20486;30626;40633;NULL;TRUE;;
982;A Social History of Battered Women;20486;30627;40634;NULL;TRUE;;
983;A Social History of Battered Women;20486;30628;40634;NULL;TRUE;;
984;A Social History of Battered Women;20486;30629;40635;NULL;TRUE;;
985;A Social History of Battered Women;20486;30018;40001;NULL;TRUE;;
986;A Social History of Battered Women;20486;30019;40001;NULL;TRUE;;
987;A Social History of Battered Women;20486;30630;40636;NULL;TRUE;;
988;A Social History of Battered Women;20486;30631;40637;NULL;TRUE;;
989;A Social History of Battered Women;20486;30511;40510;NULL;TRUE;;
990;A Social History of Battered Women;20486;30632;40638;NULL;TRUE;;
991;Face to Face with the Far Right: Tradition, Family and Property;20487;30633;40639;60188;TRUE;;
992;Face to Face with the Far Right: Tradition, Family and Property;20487;30634;40639;60188;TRUE;;
993;Chapter VII: Unusual Prisoners: Section 3 Sex Deviates;20488;NULL;NULL;NULL;FALSE;;
994;Women and Children First or How Pop Planning Fucked Over Mom;20489;30635;40640;60066;TRUE;;
995;Women and Children First or How Pop Planning Fucked Over Mom;20489;30633;40641;NULL;TRUE;;
996;Women and Children First or How Pop Planning Fucked Over Mom;20489;30636;40642;60189;TRUE;;
997;Women and Children First or How Pop Planning Fucked Over Mom;20489;30637;40642;60189;TRUE;;
998;Women and Children First or How Pop Planning Fucked Over Mom;20489;30638;40643;60190;TRUE;;
999;Women and Children First or How Pop Planning Fucked Over Mom;20489;30639;40644;60191;TRUE;;
1000;Women and Children First or How Pop Planning Fucked Over Mom;20489;30640;40644;60191;TRUE;;
1001;Women and Children First or How Pop Planning Fucked Over Mom;20489;30641;40645;60192;TRUE;;
1002;Women and Children First or How Pop Planning Fucked Over Mom;20489;30642;40646;60193;TRUE;;
1003;Women and Children First or How Pop Planning Fucked Over Mom;20489;30643;40647;60194;TRUE;;
1004;Women and Children First or How Pop Planning Fucked Over Mom;20489;30644;40648;60195;TRUE;;
1005;Women and Children First or How Pop Planning Fucked Over Mom;20489;30645;40649;60196;TRUE;;
1006;Women and Children First or How Pop Planning Fucked Over Mom;20489;30646;40650;NULL;TRUE;;
1007;Women and Children First or How Pop Planning Fucked Over Mom;20489;30647;40651;60197;TRUE;;
1008;Women and Children First or How Pop Planning Fucked Over Mom;20489;30648;40651;60197;TRUE;;
1009;Women and Children First or How Pop Planning Fucked Over Mom;20489;30649;40651;60197;TRUE;;
1010;Women and Children First or How Pop Planning Fucked Over Mom;20489;30650;40652;60198;TRUE;;
1011;Women and Children First or How Pop Planning Fucked Over Mom;20489;30651;40652;60198;TRUE;;
1012;Women and Children First or How Pop Planning Fucked Over Mom;20489;30652;40653;60197;TRUE;;
1013;Women and Children First or How Pop Planning Fucked Over Mom;20489;30653;40654;60198;TRUE;;
1014;Women and Children First or How Pop Planning Fucked Over Mom;20489;30654;40655;60199;TRUE;;
1015;Women and Children First or How Pop Planning Fucked Over Mom;20489;30655;40656;60200;TRUE;;
1016;Women and Children First or How Pop Planning Fucked Over Mom;20489;30656;40657;60201;TRUE;;
1017;Women and Children First or How Pop Planning Fucked Over Mom;20489;30657;40658;NULL;TRUE;;
1018;Women and Children First or How Pop Planning Fucked Over Mom;20489;30658;40659;60201;TRUE;;
1019;Women and Children First or How Pop Planning Fucked Over Mom;20489;30658;40660;60202;TRUE;;
1020;Women and Children First or How Pop Planning Fucked Over Mom;20489;30659;40661;NULL;TRUE;;
1021;Women and Children First or How Pop Planning Fucked Over Mom;20489;30660;40662;60203;TRUE;;
1022;Women and Children First or How Pop Planning Fucked Over Mom;20489;30661;40663;60204;TRUE;;
1023;Women and Children First or How Pop Planning Fucked Over Mom;20489;30662;40664;NULL;TRUE;;
1024;Women and Children First or How Pop Planning Fucked Over Mom;20489;30663;40665;NULL;TRUE;;
1025;Women and Children First or How Pop Planning Fucked Over Mom;20489;30664;40666;60205;TRUE;;
1026;Women and Children First or How Pop Planning Fucked Over Mom;20489;30665;40667;NULL;TRUE;;
1027;Women and Children First or How Pop Planning Fucked Over Mom;20489;30666;40667;NULL;TRUE;;
1028;Psychosurgery for Social Control;20490;30667;40668;60206;TRUE;;
1029;Psychosurgery for Social Control;20490;30668;40669;60207;TRUE;;
1030;Psychosurgery for Social Control;20490;30669;40669;60207;TRUE;;
1031;Psychosurgery for Social Control;20490;30670;40669;60207;TRUE;;
1032;Psychosurgery for Social Control;20490;30668;40670;NULL;TRUE;;
1033;Psychosurgery for Social Control;20490;30670;40670;NULL;TRUE;;
1034;Psychosurgery for Social Control;20490;30671;40671;60208;TRUE;;
1035;Psychosurgery for Social Control;20490;30672;40672;NULL;TRUE;;
1036;Psychosurgery for Social Control;20490;30673;40673;60209;TRUE;;
1037;Psychosurgery for Social Control;20490;30674;40674;NULL;TRUE;;
1038;Psychosurgery for Social Control;20490;30675;40675;60210;TRUE;;
1039;Psychosurgery for Social Control;20490;30676;40676;60211;TRUE;;
1040;The Mind-Fuckers Statement;20491;NULL;NULL;NULL;TRUE;;
1041;Homeworkers;20492;NULL;NULL;NULL;TRUE;;
1042;Evolution of a Feminist Art: Public Forms and Social Issues;20493;30677;40677;NULL;TRUE;;
1043;The Violence of Ideological Distortion: The Imagery of Laundresses in the 19th Century French Culture;20494;30698;40697;NULL;TRUE;;
1044;The Violence of Ideological Distortion: The Imagery of Laundresses in the 19th Century French Culture;20494;30699;40698;NULL;TRUE;;
