row;author;author_id;work_id;referenced_author_id;referenced_work_id;referenced_source_id;ic_id
887;Beier, Ulli;11266;20356;0;0;0;50003
888;Hollister, Valerie;10248;20357;30429;40428;0;50003
889;Weatherford, Elizabeth;10104;20357;30429;40428;0;50003
890;Hollister, Valerie;10248;20357;30430;40429;60136;50003
891;Weatherford, Elizabeth;10104;20357;30430;40429;60136;50003
892;Hollister, Valerie;10248;20357;30430;40430;60137;50003
893;Weatherford, Elizabeth;10104;20357;30430;40430;60137;50003
894;Hollister, Valerie;10248;20357;30430;40431;60138;50003
895;Weatherford, Elizabeth;10104;20357;30430;40431;60138;50003
896;Hollister, Valerie;10248;20357;30431;40432;0;50003
897;Weatherford, Elizabeth;10104;20357;30431;40432;0;50003
898;Hollister, Valerie;10248;20357;30432;40433;60139;50003
899;Weatherford, Elizabeth;10104;20357;30432;40433;60139;50003
900;Hollister, Valerie;10248;20357;30433;40434;60140;50003
901;Weatherford, Elizabeth;10104;20357;30433;40434;60140;50003
902;Hollister, Valerie;10248;20357;30434;40435;60141;50003
903;Weatherford, Elizabeth;10104;20357;30434;40435;60141;50003
904;Hollister, Valerie;10248;20357;30435;40436;60142;50003
905;Weatherford, Elizabeth;10104;20357;30435;40436;60142;50003
906;Hollister, Valerie;10248;20357;30436;40436;60142;50003
907;Weatherford, Elizabeth;10104;20357;30436;40436;60142;50003
908;Hollister, Valerie;10248;20357;30437;40437;0;50003
909;Weatherford, Elizabeth;10104;20357;30437;40437;0;50003
910;Hollister, Valerie;10248;20357;30438;40438;0;50003
911;Weatherford, Elizabeth;10104;20357;30438;40438;0;50003
912;Hollister, Valerie;10248;20357;30439;40438;0;50003
913;Weatherford, Elizabeth;10104;20357;30439;40438;0;50003
914;Hollister, Valerie;10248;20357;30440;40439;60143;50003
915;Weatherford, Elizabeth;10104;20357;30440;40439;60143;50003
916;Hollister, Valerie;10248;20357;30441;40440;60144;50003
917;Weatherford, Elizabeth;10104;20357;30441;40440;60144;50003
918;Hollister, Valerie;10248;20357;30442;40440;60144;50003
919;Weatherford, Elizabeth;10104;20357;30442;40440;60144;50003
920;Hollister, Valerie;10248;20357;30443;40441;60145;50003
921;Weatherford, Elizabeth;10104;20357;30443;40441;60145;50003
922;Hollister, Valerie;10248;20357;30444;40442;60146;50003
923;Weatherford, Elizabeth;10104;20357;30444;40442;60146;50003
924;Hollister, Valerie;10248;20357;30445;40442;60146;50003
925;Weatherford, Elizabeth;10104;20357;30445;40442;60146;50003
926;Hollister, Valerie;10248;20357;30446;40443;60147;50003
927;Weatherford, Elizabeth;10104;20357;30446;40443;60147;50003
928;Hollister, Valerie;10248;20357;30447;40444;60148;50003
929;Weatherford, Elizabeth;10104;20357;30447;40444;60148;50003
930;Hollister, Valerie;10248;20357;30448;40445;0;50003
931;Weatherford, Elizabeth;10104;20357;30448;40445;0;50003
932;Hollister, Valerie;10248;20357;30449;40446;60149;50003
933;Weatherford, Elizabeth;10104;20357;30449;40446;60149;50003
934;Issue 5 Collective;11267;21650;0;0;0;50004
935;Sappho;10249;20358;0;0;0;50004
936;Stone, Merlin;10250;20359;0;0;0;50004
937;Cambell, Alla Bozarth;10251;20360;0;0;0;50004
938;no name;11268;20361;0;0;0;50004
939;Pederson, P.M.;10252;20362;0;0;0;50004
940;Healy, Anne;10253;20363;0;0;0;50004
941;Christ, Carol P.;10254;20364;30007;40033;0;50004
942;Christ, Carol P.;10254;20364;30130;40127;0;50004
943;Christ, Carol P.;10254;20364;30199;40194;0;50004
944;Christ, Carol P.;10254;20364;30449;40446;60149;50004
945;Christ, Carol P.;10254;20364;30450;40447;0;50004
946;Christ, Carol P.;10254;20364;30451;40448;60150;50004
947;Christ, Carol P.;10254;20364;30452;40448;60150;50004
948;Christ, Carol P.;10254;20364;30453;40449;60151;50004
949;Christ, Carol P.;10254;20364;30454;40450;0;50004
950;Christ, Carol P.;10254;20364;30455;40451;0;50004
951;Christ, Carol P.;10254;20364;30456;40452;0;50004
952;Christ, Carol P.;10254;20364;30457;40453;0;50004
953;Christ, Carol P.;10254;20364;30458;40453;0;50004
954;Christ, Carol P.;10254;20364;30459;40454;0;50004
955;Christ, Carol P.;10254;20364;30460;40455;0;50004
956;Christ, Carol P.;10254;20364;30191;40456;0;50004
957;Christ, Carol P.;10254;20364;30461;40457;0;50004
958;Christ, Carol P.;10254;20364;30462;40458;60153;50004
959;Christ, Carol P.;10254;20364;30463;40459;0;50004
960;Christ, Carol P.;10254;20364;30464;40460;60154;50004
961;Christ, Carol P.;10254;20364;30465;40461;60155;50004
962;Christ, Carol P.;10254;20364;30466;40462;0;50004
963;Christ, Carol P.;10254;20364;30467;40462;0;50004
964;Courtot, Martha;10256;21651;0;0;0;50004
965;Azara, Nancy;10255;20368;0;0;0;50004
966;Peer, Linda;10257;20369;0;0;0;50004
967;Bourgeois, Louise;10034;20370;0;0;0;50004
968;Head, Toni;10258;20371;0;0;0;50004
969;Ishtar, Horned;10259;20372;0;0;0;50004
970;Smith, Jonnye;10260;20373;0;0;0;50004
971;Ribe, Angels;10261;20374;0;0;0;50004
972;Turner, Kay;10262;20375;30144;40142;0;50004
973;Turner, Kay;10262;20375;30189;40464;60156;50004
974;Turner, Kay;10262;20375;30469;40465;60157;50004
975;Turner, Kay;10262;20375;30012;40034;60009;50004
976;Turner, Kay;10262;20375;30470;40466;60158;50004
977;Turner, Kay;10262;20375;30471;40467;;50004
978;Turner, Kay;10262;20375;30472;40467;60159;50004
979;Turner, Kay;10262;20375;30473;40468;0;50004
980;Turner, Kay;10262;20375;30474;40469;0;50004
981;Turner, Kay;10262;20375;30455;40470;60160;50004
982;Turner, Kay;10262;20375;30475;40471;0;50004
983;Turner, Kay;10262;20375;30476;40472;0;50004
984;Turner, Kay;10262;20375;30318;40473;60161;50004
985;Turner, Kay;10262;20375;30477;40474;0;50004
986;Turner, Kay;10262;20375;30478;40475;0;50004
987;Turner, Kay;10262;20377;30479;40476;0;50004
988;Lippard, Lucy R.;10058;20378;0;0;0;50004
989;Lobell, Mimi;10264;20379;30480;40477;0;50004
990;Lobell, Mimi;10264;20379;30481;40478;0;50004
991;Lobell, Mimi;10264;20379;30482;40479;0;50004
992;Lobell, Mimi;10264;20379;30483;40480;0;50004
993;Lobell, Mimi;10264;20379;30484;40480;0;50004
994;Lobell, Mimi;10264;20379;30485;40481;0;50004
995;Lobell, Mimi;10264;20379;30486;40482;0;50004
996;Lobell, Mimi;10264;20379;30486;40483;0;50004
997;Lobell, Mimi;10264;20379;30487;40484;0;50004
998;Lobell, Mimi;10264;20379;30488;40485;0;50004
999;Lobell, Mimi;10264;20379;30489;40486;0;50004
1000;Lobell, Mimi;10264;20379;30490;40487;0;50004
1001;Lobell, Mimi;10264;20379;30491;40488;0;50004
1002;Lobell, Mimi;10264;20379;30492;40489;0;50004
1003;Lobell, Mimi;10264;20379;30493;40490;0;50004
1004;Lobell, Mimi;10264;20379;30494;40491;0;50004
1005;Lobell, Mimi;10264;20379;30495;40492;0;50004
1006;Lobell, Mimi;10264;20379;30496;40493;0;50004
1007;Lobell, Mimi;10264;20379;30497;40494;0;50004
1008;Lobell, Mimi;10264;20379;30498;40495;0;50004
1009;Lobell, Mimi;10264;20379;30498;40496;0;50004
1010;Lobell, Mimi;10264;20379;30499;40497;0;50004
1011;Lobell, Mimi;10264;20379;30499;40498;0;50004
1012;Lobell, Mimi;10264;20379;30500;40499;0;50004
1013;Lobell, Mimi;10264;20379;30501;40500;0;50004
1014;Lobell, Mimi;10264;20379;30502;40501;0;50004
1015;Lobell, Mimi;10264;20379;30503;40502;0;50004
1016;Lobell, Mimi;10264;20379;30504;40503;0;50004
1017;Lobell, Mimi;10264;20379;30505;40504;0;50004
1018;Lobell, Mimi;10264;20379;30506;40505;0;50004
1019;Lobell, Mimi;10264;20379;30507;40506;0;50004
1020;Lobell, Mimi;10264;20379;30508;40507;0;50004
1021;Lobell, Mimi;10264;20379;30509;40508;0;50004
1022;Hoag, Linda Ann;10265;20380;0;0;0;50004
1023;Syoc, Jere Van;10266;20381;0;0;0;50004
1024;Raymond, Monica;10267;20382;0;0;0;50004
1025;Shinell, Grace;10268;20383;30510;40509;0;50004
1026;Shinell, Grace;10268;20383;30511;40510;0;50004
1027;Shinell, Grace;10268;20383;30512;40511;0;50004
1028;Shinell, Grace;10268;20383;30513;40512;0;50004
1029;Shinell, Grace;10268;20383;30506;40505;0;50004
1030;Shinell, Grace;10268;20383;30507;40506;0;50004
1031;Shinell, Grace;10268;20383;30508;40507;0;50004
1032;Shinell, Grace;10268;20383;30509;40508;0;50004
1033;Shinell, Grace;10268;20383;30510;40509;0;50004
1034;Shinell, Grace;10268;20383;30511;40510;0;50004
1035;Shinell, Grace;10268;20383;30512;40511;0;50004
1036;Shinell, Grace;10268;20383;30513;40512;0;50004
1037;Shinell, Grace;10268;20383;30514;40513;0;50004
1038;Shinell, Grace;10268;20383;30515;40514;0;50004
1039;Shinell, Grace;10268;20383;30516;40515;0;50004
1040;Shinell, Grace;10268;20383;30517;40516;0;50004
1041;Shinell, Grace;10268;20383;30518;40517;0;50004
1042;Shinell, Grace;10268;20383;30519;40517;0;50004
1043;Shinell, Grace;10268;20383;30520;40518;0;50004
1044;Shinell, Grace;10268;20383;30503;40519;0;50004
1045;Shinell, Grace;10268;20383;30521;40520;0;50004
1046;Shinell, Grace;10268;20383;30522;40521;0;50004
1047;Shinell, Grace;10268;20383;30523;40522;0;50004
1048;Shinell, Grace;10268;20383;30524;40523;0;50004
1049;Shinell, Grace;10268;20383;30525;40524;0;50004
1050;Shinell, Grace;10268;20383;30523;40525;0;50004
1051;Shinell, Grace;10268;20383;30526;40526;0;50004
1052;Shinell, Grace;10268;20383;30527;40526;0;50004
1053;Shinell, Grace;10268;20383;30528;40527;0;50004
1054;Shinell, Grace;10268;20383;30529;40528;0;50004
1055;Shinell, Grace;10268;20383;30530;40529;0;50004
1056;Marvin, Carey;10269;20387;0;0;0;50004
1057;Marvin, Carey;10269;20388;0;0;0;50004
1058;Ukeles, Mierle Laderman;10147;20389;0;0;0;50004
1059;Schacht, Jaci;10270;20390;0;0;0;50004
1060;Sharp, Joan L.;10271;20390;0;0;0;50004
1061;Levin, Rachel;10272;20390;0;0;0;50004
1062;A.M.;10273;20394;0;0;0;50004
1063;Culbertson, Janet;10274;20395;0;0;0;50004
1064;Henes, Donna;10084;20396;0;0;0;50004
1065;Henes, Donna;10084;20397;0;0;0;50004
1066;Henes, Donna;10084;20398;0;0;0;50004
1067;Henes, Donna;10084;30399;;;;50004
1068;Boyd, Tracy;10275;20400;30498;40495;0;50004
1069;Boyd, Tracy;10275;20400;30509;40508;0;50004
1070;Boyd, Tracy;10275;20400;30493;40490;0;50004
1071;Boyd, Tracy;10275;20400;30517;40530;0;50004
1072;Boyd, Tracy;10275;20400;30468;40531;0;50004
1073;Boyd, Tracy;10275;20400;30468;40532;0;50004
1074;Boyd, Tracy;10275;20400;30468;40533;0;50004
1075;Boyd, Tracy;10275;20400;30531;40534;0;50004
1076;Boyd, Tracy;10275;20400;30532;40535;0;50004
1077;Boyd, Tracy;10275;20400;30533;40536;60162;50004
1078;Boyd, Tracy;10275;20400;30534;40536;60162;50004
1079;Boyd, Tracy;10275;20400;30535;40537;0;50004
1080;Boyd, Tracy;10275;20400;30536;40538;0;50004
1081;Boyd, Tracy;10275;20400;30537;40539;0;50004
1082;Boyd, Tracy;10275;20400;30538;40540;0;50004
1083;Boyd, Tracy;10275;20400;30535;40541;0;50004
1084;Boyd, Tracy;10275;20400;30537;40542;0;50004
1085;Boyd, Tracy;10275;20400;30539;40543;60163;50004
1086;Boyd, Tracy;10275;20400;30537;40544;0;50004
1087;Boyd, Tracy;10275;20400;30537;40545;0;50004
1088;Boyd, Tracy;10275;20400;30540;40546;0;50004
1089;Boyd, Tracy;10275;20400;30541;40547;0;50004
1090;Boyd, Tracy;10275;20400;30523;40525;0;50004
1091;Boyd, Tracy;10275;20400;30523;40522;0;50004
1092;Boyd, Tracy;10275;20400;30542;40548;0;50004
1093;Boyd, Tracy;10275;20400;30543;40549;0;50004
1094;Johnson, Buffie;10276;20400;30498;40495;0;50004
1095;Johnson, Buffie;10276;20400;30509;40508;0;50004
1096;Johnson, Buffie;10276;20400;30493;40490;0;50004
1097;Johnson, Buffie;10276;20400;30517;40530;0;50004
1098;Johnson, Buffie;10276;20400;30468;40531;0;50004
1099;Johnson, Buffie;10276;20400;30468;40532;0;50004
1100;Johnson, Buffie;10276;20400;30468;40533;0;50004
1101;Johnson, Buffie;10276;20400;30531;40534;0;50004
1102;Johnson, Buffie;10276;20400;30532;40535;0;50004
1103;Johnson, Buffie;10276;20400;30533;40536;60162;50004
1104;Johnson, Buffie;10276;20400;30534;40536;60162;50004
1105;Johnson, Buffie;10276;20400;30535;40537;0;50004
1106;Johnson, Buffie;10276;20400;30536;40538;0;50004
1107;Johnson, Buffie;10276;20400;30537;40539;0;50004
1108;Johnson, Buffie;10276;20400;30538;40540;0;50004
1109;Johnson, Buffie;10276;20400;30535;40541;0;50004
1110;Johnson, Buffie;10276;20400;30537;40542;0;50004
1111;Johnson, Buffie;10276;20400;30539;40543;60163;50004
1112;Johnson, Buffie;10276;20400;30537;40544;0;50004
1113;Johnson, Buffie;10276;20400;30537;40545;0;50004
1114;Johnson, Buffie;10276;20400;30540;40546;0;50004
1115;Johnson, Buffie;10276;20400;30541;40547;0;50004
1116;Johnson, Buffie;10276;20400;30523;40525;0;50004
1117;Johnson, Buffie;10276;20400;30523;40522;0;50004
1118;Johnson, Buffie;10276;20400;30542;40548;0;50004
1119;Johnson, Buffie;10276;20400;30543;40549;0;50004
1120;A.M.;10273;21652;0;0;0;50004
1121;Glendinning, Chellis;10277;20401;0;0;0;50004
1122;Kay, Hanna;10278;20402;0;0;0;50004
1123;Alenikoff, Frances;10279;20403;0;0;0;50004
1124;Orenstein, Gloria Feman;10280;20404;30544;40550;0;50004
1125;Orenstein, Gloria Feman;10280;20404;30545;40551;0;50004
1126;Orenstein, Gloria Feman;10280;20404;30455;40451;0;50004
1127;Orenstein, Gloria Feman;10280;20404;30546;40552;60164;50004
1128;Orenstein, Gloria Feman;10280;20404;30535;40541;0;50004
1129;Orenstein, Gloria Feman;10280;20404;30542;40548;0;50004
1130;Orenstein, Gloria Feman;10280;20404;30543;40549;0;50004
1131;Orenstein, Gloria Feman;10280;20404;30544;40550;0;50004
1132;Orenstein, Gloria Feman;10280;20404;30545;40551;0;50004
1133;Orenstein, Gloria Feman;10280;20404;30546;40552;60164;50004
1134;Orenstein, Gloria Feman;10280;20404;30547;40553;60165;50004
1135;Orenstein, Gloria Feman;10280;20404;30548;40554;0;50004
1136;Orenstein, Gloria Feman;10280;20404;30549;40555;60162;50004
1137;Orenstein, Gloria Feman;10280;20404;30550;40556;60119;50004
1138;Orenstein, Gloria Feman;10280;20404;30551;40557;60166;50004
1139;Orenstein, Gloria Feman;10280;20404;30552;40557;60166;50004
1140;Lobell, Mimi;10264;20405;0;0;0;50004
1141;Lobell, Mimi;10264;20406;0;0;0;50004
1142;Schneemann, Carolee;10138;20407;0;0;0;50004
1143;Sharon, Miriam;10282;20408;0;0;0;50004
1144;Mendieta, Ana;10283;20409;0;0;0;50004
1145;Johnson, Buffie;10276;20410;0;0;0;50004
1146;Johnson, Buffie;10276;20411;0;0;0;50004
1147;Byars, Donna;10284;20412;0;0;0;50004
1148;Byars, Donna;10284;20413;0;0;0;50004
1149;Saar, Betye;10080;20414;0;0;0;50004
1150;Edelson, Mary Beth;10056;20415;0;0;0;50004
1151;Henes, Donna;10084;20416;0;0;0;50004
1152;Damon, Betsy;10153;20417;0;0;0;50004
1153;Damon, Betsy;10153;20418;0;0;0;50004
1154;Kay, Hanna;10278;20419;0;0;0;50004
1155;Chicago, Judy;10083;20420;0;0;0;50004
1156;Price, Janet R.;10286;20421;0;0;0;50004
1157;Treewoman, Judith;10287;20422;0;0;0;50004
1158;Scot, Sidele C.;10288;20423;0;0;0;50004
1159;Hirsch, Gilah Yelin;10289;20424;0;0;0;50004
1160;Todd, Judith;10290;20425;30479;40476;0;50004
1161;Todd, Judith;10290;20425;30553;40558;60167;50004
1162;Todd, Judith;10290;20425;30554;40559;0;50004
1163;Todd, Judith;10290;20425;30555;40560;0;50004
1164;Todd, Judith;10290;20425;30556;40561;60168;50004
1165;Todd, Judith;10290;20425;30557;40562;0;50004
1166;Todd, Judith;10290;20425;30398;40563;0;50004
1167;Todd, Judith;10290;20425;30557;40564;0;50004
1168;Todd, Judith;10290;20425;30558;40565;0;50004
1169;Todd, Judith;10290;20425;30559;40566;0;50004
1170;Todd, Judith;10290;20425;30560;40567;0;50004
1171;Todd, Judith;10290;20425;30560;40568;0;50004
1172;Todd, Judith;10290;20425;30561;40568;0;50004
1173;Todd, Judith;10290;20425;30562;40569;0;50004
1174;Pezold, Friederike;10291;20428;0;0;0;50004
1175;Pezold, Friederike;10291;20429;0;0;0;50004
1176;Edelson, Mary Beth;10056;20430;0;0;0;50004
1177;Alsup, Martha;10292;20431;0;0;0;50004
1178;Morley, Hilda;10293;20432;0;0;0;50004
1179;Jonas, Joan;10085;20433;0;0;0;50004
1180;Castanis, Muriel;10225;20434;0;0;0;50004
1181;Thea, Carolee;10099;20435;30563;40570;60169;50004
1182;Thea, Carolee;10099;20435;30564;40571;60170;50004
1183;Friedrich, Su;10059;20436;0;0;0;50004
1184;Wenger, Susanne;10295;20437;0;0;0;50004
1185;Wenger, Susanne;10295;20438;0;0;0;50004
1186;Walsh, Alida;10296;20439;0;0;0;50004
1187;Dudley, Rosemary J.;10297;20440;30514;40513;0;50004
1188;Dudley, Rosemary J.;10297;20440;30565;40572;0;50004
1189;Dudley, Rosemary J.;10297;20440;30566;40573;0;50004
1190;Dudley, Rosemary J.;10297;20440;30567;40575;0;50004
1191;Dudley, Rosemary J.;10297;20440;30568;40576;0;50004
1192;Dudley, Rosemary J.;10297;20440;30569;40577;0;50004
1193;Dudley, Rosemary J.;10297;20440;30570;40578;0;50004
1194;Dudley, Rosemary J.;10297;20440;30571;40579;0;50004
1195;Dudley, Rosemary J.;10297;20440;30572;40580;0;50004
1196;Dudley, Rosemary J.;10297;20440;30573;40581;0;50004
1197;Dudley, Rosemary J.;10297;20440;30574;40582;0;50004
1198;Dudley, Rosemary J.;10297;20440;30536;40538;0;50004
1199;Dudley, Rosemary J.;10297;20440;30575;40583;60154;50004
1200;Dudley, Rosemary J.;10297;20440;30468;40584;0;50004
1201;Dudley, Rosemary J.;10297;20440;30570;40585;0;50004
1202;Dudley, Rosemary J.;10297;20440;30496;40493;0;50004
1203;Dudley, Rosemary J.;10297;20440;30576;40586;0;50004
1204;Dudley, Rosemary J.;10297;20440;30577;40587;0;50004
1205;Dudley, Rosemary J.;10297;20440;30578;40588;0;50004
1206;Dudley, Rosemary J.;10297;20440;30579;40588;0;50004
1207;Dudley, Rosemary J.;10297;20440;30580;40589;0;50004
1208;Dudley, Rosemary J.;10297;20440;30581;40590;0;50004
1209;Dudley, Rosemary J.;10297;20440;30582;40591;0;50004
1210;Dudley, Rosemary J.;10297;20440;30583;40592;0;50004
1211;Dudley, Rosemary J.;10297;20440;30584;40593;0;50004
1212;Dudley, Rosemary J.;10297;20440;30585;40594;0;50004
1213;Dudley, Rosemary J.;10297;20440;30586;40595;0;50004
1214;Dudley, Rosemary J.;10297;20440;30587;40596;0;50004
1215;Dudley, Rosemary J.;10297;20440;30588;40597;60171;50004
1216;Dudley, Rosemary J.;10297;20440;30589;40597;60171;50004
1217;Dudley, Rosemary J.;10297;20440;30590;40598;60171;50004
1218;Dudley, Rosemary J.;10297;20440;30591;40599;0;50004
1219;Dudley, Rosemary J.;10297;20440;30592;40600;0;50004
1220;Wilke, Hannah;10298;20444;0;0;0;50004
1221;Schacht, Jaci;10270;20445;0;0;0;50004
1222;Jonas, Joan;10085;20446;0;0;0;50004
1223;Flack, Audrey;10299;20447;0;0;0;50004
1224;Haynes, Deborah;10300;20448;30367;40371;60120;50004
1225;Haynes, Deborah;10300;20448;30514;40513;0;50004
1226;Haynes, Deborah;10300;20448;30566;40573;0;50004
1227;Gioseffi, Daniela;10301;20449;0;0;0;50004
1228;Hoag, Linda Ann;10265;21653;0;0;0;50004
1229;Courtot, Martha;10256;20451;0;0;0;50004
1230;Freedman, Deborah;10302;20452;0;0;0;50004
1231;Stone, Merlin;10250;20453;30463;40459;0;50004
1232;A.M.;10273;21654;0;0;0;50004
1233;Healy, Anne;10253;20454;0;0;0;50004
1234;Schneemann, Carolee;10138;20455;0;0;0;50004
1235;Mariedaughter, Paula;10303;20456;0;0;0;50004
1236;Editorial Team;10304;20458;0;0;0;50005
1237;Thompson, Sharon;10305;20459;0;0;0;50005
1238;Barrat, Martine;10306;20460;0;0;0;50005
1239;McDonald, Lou;10307;20461;0;0;0;50005
1240;Shange, Ntozake;10308;20462;0;0;0;50005
1241;Editorial Team;10304;20463;0;0;0;50005
1242;Grey, Paula;10309;20464;0;0;0;50005
1243;Webster, Paula;10310;20465;0;0;0;50005
1244;Weinbaum, Batya;10311;20467;0;0;0;50005
1245;Weinbaum, Batya;10311;20468;0;0;0;50005
1246;Pajaczkowska, Claire;10312;20468;0;0;0;50005
1247;Spero, Nancy;10042;20469;0;0;0;50005
1248;Editorial Team;10304;20470;0;0;0;50005
1249;Oursler, Stephanie;10313;20471;0;0;0;50005
1250;Page, Anita;10314;20472;30593;40601;60172;50005
1251;Page, Anita;10314;20472;30594;40602;60173;50005
1252;Page, Anita;10314;20472;30595;40603;0;50005
1253;Page, Anita;10314;20472;30596;40604;60174;50005
1254;Page, Anita;10314;20472;30597;40605;60175;50005
1255;Page, Anita;10314;20472;30598;40606;0;50005
1256;Page, Anita;10314;20472;30599;40607;0;50005
1257;Page, Anita;10314;20472;30600;40608;60176;50005
1258;Page, Anita;10314;20472;30601;40609;60177;50005
1259;Page, Anita;10314;20472;30602;40610;60177;50005
1260;Page, Anita;10314;20472;30563;40611;60178;50005
1261;Page, Anita;10314;20472;30563;40570;60169;50005
1262;Page, Anita;10314;20472;30603;40612;60179;50005
1263;Page, Anita;10314;20472;30604;40613;60180;50005
1264;Page, Anita;10314;20472;30563;40614;60181;50005
1265;Page, Anita;10314;20472;30563;40615;60182;50005
1266;Page, Anita;10314;20472;30605;40616;Folk, Vol. 14-15;50005
1267;Page, Anita;10314;20472;30606;40617;American Ethnologist, Vol. 2, No. 4;50005
1268;Page, Anita;10314;20472;30607;40618;Famille et Developpment;50005
1269;DuPlessis, Rachel Blau;10316;20474;0;0;0;50005
1270;Smith, Mimi;10317;20475;0;0;0;50005
1271;McAllister, Pam;10318;20476;0;0;0;50005
1272;Friedlander, Judith;10203;20477;30608;40619;0;50005
1273;Friedlander, Judith;10203;20477;30609;40619;0;50005
1274;Friedlander, Judith;10203;20477;30278;40275;60027;50005
1275;Friedlander, Judith;10203;20477;30611;40621;60187;50005
1276;Friedlander, Judith;10203;20477;30612;40622;60188;50005
1277;Friedlander, Judith;10203;20477;30613;40623;60189;50005
1278;Friedlander, Judith;10203;20477;30614;40623;60189;50005
1279;Friedlander, Judith;10203;20477;30041;40623;60189;50005
1280;Friedlander, Judith;10203;20477;30615;40624;60187;50005
1281;Friedlander, Judith;10203;20477;30090;40089;60027;50005
1282;Hagberg, Karen;10319;20479;30620;40628;0;50005
1283;Dworkin, Andrea;10320;20480;30621;40629;0;50005
1284;Dworkin, Andrea;10320;20480;30622;40629;0;50005
1285;Dworkin, Andrea;10320;20480;30623;40630;0;50005
1286;Dworkin, Andrea;10320;20480;30624;40631;0;50005
1287;Dworkin, Andrea;10320;20480;30625;40632;0;50005
1288;Dworkin, Andrea;10320;20480;30199;40194;0;50005
1289;Hakim, Eleanor;10321;20481;0;0;0;50005
1290;Simms, Donna Allegro;10322;20482;0;0;0;50005
1291;Lapidus, Jacqueline;10192;20483;0;0;0;50005
1292;Lombardo, Linda;10323;20484;0;0;0;50005
1293;Maslanko, Linda;10324;20485;0;0;0;50005
1294;Telsey, Nadia;10325;20485;0;0;0;50005
1295;Metzger, Mary;10326;20486;30626;40633;0;50005
1296;Metzger, Mary;10326;20486;30627;40634;0;50005
1297;Metzger, Mary;10326;20486;30628;40634;0;50005
1298;Metzger, Mary;10326;20486;30629;40635;0;50005
1299;Metzger, Mary;10326;20486;30018;40001;0;50005
1300;Metzger, Mary;10326;20486;30019;40001;0;50005
1301;Metzger, Mary;10326;20486;30630;40636;0;50005
1302;Metzger, Mary;10326;20486;30631;40637;0;50005
1303;Metzger, Mary;10326;20486;30511;40510;0;50005
1304;Metzger, Mary;10326;20486;30632;40638;0;50005
1305;Petchesky, Roz;10327;20487;30633;40639;60188;50005
1306;Petchesky, Roz;10327;20487;30634;40639;60188;50005
1307;no name;11270;20488;0;0;0;50005
1308;Bram, Susan;10328;20489;30635;40640;60066;50005
1309;Bram, Susan;10328;20489;30633;40641;0;50005
1310;Bram, Susan;10328;20489;30636;40642;60189;50005
1311;Bram, Susan;10328;20489;30637;40642;60189;50005
1312;Bram, Susan;10328;20489;30638;40643;60190;50005
1313;Bram, Susan;10328;20489;30639;40644;60191;50005
1314;Bram, Susan;10328;20489;30640;40644;60191;50005
1315;Bram, Susan;10328;20489;30641;40645;60192;50005
1316;Bram, Susan;10328;20489;30642;40646;60193;50005
1317;Bram, Susan;10328;20489;30643;40647;60194;50005
1318;Bram, Susan;10328;20489;30644;40648;60195;50005
1319;Bram, Susan;10328;20489;30645;40649;60196;50005
1320;Bram, Susan;10328;20489;30646;40650;0;50005
1321;Bram, Susan;10328;20489;30647;40651;60197;50005
1322;Bram, Susan;10328;20489;30648;40651;60197;50005
1323;Bram, Susan;10328;20489;30649;40651;60197;50005
1324;Bram, Susan;10328;20489;30650;40652;60198;50005
1325;Bram, Susan;10328;20489;30651;40652;60198;50005
1326;Bram, Susan;10328;20489;30652;40653;60197;50005
1327;Bram, Susan;10328;20489;30653;40654;60198;50005
1328;Bram, Susan;10328;20489;30654;40655;60199;50005
1329;Bram, Susan;10328;20489;30655;40656;60200;50005
1330;Bram, Susan;10328;20489;30656;40657;60201;50005
1331;Bram, Susan;10328;20489;30657;40658;0;50005
1332;Bram, Susan;10328;20489;30658;40659;60201;50005
1333;Bram, Susan;10328;20489;30658;40660;60202;50005
1334;Bram, Susan;10328;20489;30659;40661;0;50005
1335;Bram, Susan;10328;20489;30660;40662;60203;50005
1336;Bram, Susan;10328;20489;30661;40663;60204;50005
1337;Bram, Susan;10328;20489;30662;40664;0;50005
1338;Bram, Susan;10328;20489;30663;40665;0;50005
1339;Bram, Susan;10328;20489;30664;40666;60205;50005
1340;Bram, Susan;10328;20489;30665;40667;0;50005
1341;Bram, Susan;10328;20489;30666;40667;0;50005
1342;Cook, Blanche Wiesen;10329;20490;30667;40668;60206;50005
1343;Cook, Blanche Wiesen;10329;20490;30668;40669;60207;50005
1344;Cook, Blanche Wiesen;10329;20490;30669;40669;60207;50005
1345;Cook, Blanche Wiesen;10329;20490;30670;40669;60207;50005
1346;Cook, Blanche Wiesen;10329;20490;30668;40670;0;50005
1347;Cook, Blanche Wiesen;10329;20490;30670;40670;0;50005
1348;Cook, Blanche Wiesen;10329;20490;30671;40671;60208;50005
1349;Cook, Blanche Wiesen;10329;20490;30672;40672;0;50005
1350;Cook, Blanche Wiesen;10329;20490;30673;40673;60209;50005
1351;Cook, Blanche Wiesen;10329;20490;30674;40674;0;50005
1352;Cook, Blanche Wiesen;10329;20490;30675;40675;60210;50005
1353;Cook, Blanche Wiesen;10329;20490;30676;40676;60211;50005
1354;Windstone, Shebar;10330;20491;0;0;0;50005
1355;Harrison, Margaret;10331;20492;0;0;0;50005
1356;Labowitz, L.;10332;20493;30677;40677;0;50005
